"","slope","elev_mnt","twi","eastness_exp","northness_exp"
"33",16.3055053435299,365.258026733398,2.7275,0.19766670964542,-0.100557860257009
"34",17.455806401324,361.274425125122,3.03,0.143547538066246,-0.199178138999614
"35",25.0560075485285,357.030111923218,2.82,0.175782460108381,-0.316697674203551
"36",18.1917042127473,354.843111495972,3.685,0.0559373569876669,-0.245034707215131
"37",5.92417793350268,354.365558929443,4.03,-0.00187312581133234,-0.048579270439108
"38",5.52849406801379,354.192594223022,4.03,0.0339673780632333,-0.0455446677812972
"39",17.5145374918981,352.050839309692,2.205,0.214457245117708,-0.118216571413253
"40",35.0670402543203,343.574285736084,2.78,0.371455901270939,-0.338674714227653
"42",11.2530422163139,365.917126312256,2.78,-0.146095090477859,-0.00440981495097809
"43",5.17122213157685,367.130459365845,3.86,0.00680985114727503,0.00503517558702381
"44",8.4577638827554,366.238116607666,3.2525,0.0884218980245072,-0.0233586440468252
"45",11.7741759838409,364.344234924316,2.525,0.0835140943378498,-0.0826126940612818
"46",15.4574416324464,362.900597457886,2.0525,0.103296729386849,-0.170597391593646
"47",15.2349381495483,360.157114715576,2.9375,0.114876405731757,-0.158832295122211
"48",19.3664371263089,356.162487182617,2.55,0.201674930670238,-0.106071852887392
"49",9.07213215222426,353.658256530762,2.9725,0.0436931109979594,0.10163720002184
"50",11.6776860135557,351.735176010132,2.4175,0.144354192159071,0.0956454497710121
"51",14.6663180391757,348.02350692749,2.73,0.200381492379366,-0.00703064539605016
"52",21.1362145855391,343.878768844605,2.1025,0.210210385051738,-0.220632679488556
"53",17.4670405009623,338.957258682251,7.9275,0.188443276973714,-0.178398421317921
"54",9.77922140736963,365.063610153198,3.0875,-0.078609985145226,0.0842937714132103
"55",8.80815431873198,366.138627166748,2.7375,-0.0271881927518007,0.0968560146291313
"56",7.16638846141664,366.068939666748,3.7425,-0.00566054319023733,0.0490868469844253
"57",10.2294874398552,364.862831344605,2.6325,0.116651047401052,0.0465961826116332
"58",7.12139299550558,363.708707351685,3.115,0.0119641146940544,0.0564871318540587
"59",12.5328825196319,363.319734725952,1.8975,0.0802806638805438,-0.108917433568249
"60",18.5419861584557,360.233251953125,2.6075,0.151102300609822,-0.198543961484579
"61",24.4949574663774,354.238214263916,3.2675,0.276939466135662,-0.136668684189801
"62",11.9806665818511,349.581196365356,4.2475,0.142393679120203,0.0912405163689122
"63",9.14827563589496,347.063834381104,4.435,0.111908452628817,0.072750273253924
"64",12.9293224831285,344.772205657959,2.6725,0.152475923452058,0.0985108309021981
"65",14.4802663795386,340.893872375488,2.605,0.183172833946662,0.068092774185021
"68",13.1308917937636,363.472981872559,3.0975,0.0426425099262744,0.14099905945406
"69",15.8671755891898,363.165417938232,2.5575,0.0138477012938113,0.225467683216948
"70",15.5592353330839,362.023331451416,2.6375,0.0410297573613347,0.187910081705975
"71",13.067957937138,361.95978767395,3.1125,0.00849551690270994,0.153799401600163
"72",15.5210025552083,362.694922409058,1.625,-0.0409222843661803,0.187162228897838
"73",14.9735140553305,361.742627410889,1.795,0.108499687413205,0.135335549325271
"74",25.6828540878865,356.649699554443,1.63,0.357674350678147,0.0613945738234353
"75",15.0657780123435,349.371178665161,3.895,0.208995827385842,-0.041763341989696
"76",11.0420115726013,346.310086975098,7.4725,0.16109151554458,-0.008980401522411
"77",18.6467888483273,341.803236312866,7.095,0.229235761490848,0.115530973469074
"78",11.0485698992526,338.255338745117,9.935,0.107950114366652,0.116559757817472
"83",10.4905527369869,361.911756668091,4.01,0.0725820062645799,0.033007286017785
"84",10.0254105857491,360.615437545776,4.575,0.0861894253925143,0.010685594178624
"85",11.090328425046,359.158034057617,5.275,0.0383167080084962,0.0771631891126821
"86",10.8651975743416,358.036829986572,7.4025,0.0557236623551581,0.13010112801616
"87",13.8170671105352,357.387437667847,8.5225,0.0195102203561339,0.154279082723377
"88",14.9523390769846,356.606666946411,7.075,0.0531333566759652,0.171639954557677
"89",18.307336432405,353.930346221924,5.9975,0.195845623577556,0.0675393365140091
"90",14.8423264690961,349.838299026489,8.1925,0.186054885848005,-0.0630839429686384
"91",9.93412908865625,347.032861557007,10.9325,0.12067207760609,-0.0595885988688776
"92",21.9383239621128,342.765758666992,7.2125,0.252239754453742,-0.194963223058215
"93",13.4584640597456,338.381043777466,9.36,0.116965870538989,-0.137517736380191
"94",5.39221035902181,337.342288818359,15.9925,0.0214489238864872,-0.0595423405053421
"100",12.0944499402833,360.168134155273,4.17,0.0770393713522311,0.140631902290517
"101",12.09656930475,359.038737335205,4.605,0.0738516780260229,0.122582712396041
"102",10.6798306349154,357.879484558105,8.53,0.0330894143434233,0.0631178615467807
"104",10.941667618306,357.925496749878,4.78,-0.0439601748518593,-0.07295845143258
"105",10.905625947232,357.020199508667,3.26,0.104397820946628,-0.0854551016718275
"106",11.9123391066037,354.786899185181,2.895,0.121779269304704,-0.00674940890545808
"107",14.7318620691325,351.831484527588,1.84,0.154776270199167,0.00215667545245645
"108",16.4886823846069,350.05282913208,1.6575,0.0128952921167808,-0.172047573246833
"109",24.1776500424474,346.761764755249,1.4875,0.315299420510729,-0.13500874739362
"110",13.7725155401952,341.052629089355,4.2425,0.171841177128534,-0.0977815234410375
"111",12.8531655569514,339.456666030884,5.51,0.0230397172137538,-0.168503023285327
"112",9.07220855547414,337.755741348267,12.8875,0.0949507974970002,-0.0811418370741372
"117",11.974883128761,358.914449462891,9.6325,0.0620412461717957,-0.017499645702056
"118",5.91996194196964,357.709277267456,12.845,0.0352915019717589,-0.0182551562178103
"119",2.93740955669557,357.275172119141,14.0375,0.0153235848965915,-0.00681314094960286
"120",2.92219066000324,357.142511749268,13.325,-0.00242233182129675,-0.00788849761484077
"121",6.88162552937066,357.62162399292,8.125,-0.0330319429713753,0.0441189583513643
"122",11.467730311132,356.584464492798,2.72,0.138086037134392,0.0790590019809747
"123",11.4475060431115,353.457049789429,3.8175,0.139509134209916,0.0348940760326499
"124",10.7054897633646,350.86540435791,4.8075,0.118433366555959,-0.0260160073621986
"125",13.0893645151876,349.572257003784,5.11,0.00867329697305117,0.0715599538402121
"127",23.6745228157555,344.677648544312,4.19,0.0183434711475322,-0.302760351447963
"128",23.630037127205,345.247001342773,1.9375,0.0484748868545216,-0.320471539903277
"129",22.3237906854976,341.645115509033,3.14,0.193779270030801,-0.271114504589649
"130",13.581467303575,338.523909072876,8.7,0.107506249208372,-0.169499989808917
"136",9.78210790865026,359.595787658691,10.5775,-0.0387319069333465,-0.0827387466471244
"137",14.3101540831617,359.895520019531,5.6025,-0.0078759636001214,-0.15522886113887
"138",12.6445355342852,359.327179107666,6.6375,0.0629546886108301,-0.121742095764095
"141",7.73307956752365,358.063391799927,5.3675,0.0132884403014055,-0.0540552666634108
"142",10.1054280935148,357.380745544434,3.81,0.0592711287069899,-0.116158796220438
"143",14.4879714697474,356.069013595581,3.4275,0.0565272302531535,-0.192943395575215
"144",15.9055574775143,354.059901504517,4.0775,0.12936529335313,-0.188647957812469
"145",17.1109868200033,352.142203979492,4.285,0.036517855157095,-0.245624044571764
"146",18.2627905555223,351.321158599854,3.1975,0.0569746448391952,-0.260244324854189
"147",16.8233391973202,351.361687088013,3.2725,-0.0526578408776588,-0.244669269233406
"148",17.1278616862762,351.852769927978,2.38,0.0542684331561603,-0.238971025969165
"149",24.3610406002921,347.713481826782,3.055,0.269101379672082,-0.244505667079273
"150",19.0542868984815,343.105429077148,4.0225,0.175484612927529,-0.22532298791451
"151",17.0436380825443,338.982291107178,7.75,0.180584594124391,-0.16818753870001
"155",11.0632574589396,360.577472763062,6.1575,-0.155001206362701,0.00153949730182324
"156",10.7486414851756,362.741699752808,1.48,-0.00709318258455326,-0.0133212086369562
"157",12.3463722461244,361.530944061279,2.9925,-0.0127114396376752,-0.07128714249874
"158",17.6765994458208,364.403070602417,1.6275,-0.14523428807168,-0.205383175249041
"159",21.2655658681047,364.35018196106,2.6075,0.111650168228138,-0.275093866419654
"160",26.3512228505202,362.020620193481,2.24,0.0208268692095209,-0.34370490401952
"161",24.6568965553628,360.798924331665,2.92,0.124142359956792,-0.316198305472515
"162",15.1517598757975,358.842912063599,3.75,0.0839157663035975,-0.193633824461697
"163",13.1302329835863,357.230754547119,4.97,0.0229898457865911,-0.168337161570656
"164",18.4566780256779,357.877417068481,3.1825,-0.0468493050596289,-0.272788979856844
"165",23.1505095986807,358.154012527466,2.435,0.0314891700340489,-0.341851255535733
"166",20.5822712246877,356.926024551392,2.355,0.0819425453478544,-0.294369705407033
"167",13.8519016207355,355.257216949463,3.5925,0.0538593216493839,-0.19355221686819
"168",20.3596465308456,352.48064666748,3,0.208581143572652,-0.219410358332644
"169",22.9008594495429,349.054396514893,2.1775,0.120053326384575,-0.318272269161934
"170",27.130017247476,344.437608947754,2.21,0.294914742963172,-0.275946048632877
"171",17.7171233736379,339.296200866699,8.06,0.154797263243629,-0.219523013068659
"175",12.5320326569952,360.66237663269,6.5525,0.00902140686514799,0.16041092766768
"176",14.1142061487134,362.371244354248,3.2,-0.189835781898414,0.0382587416578168
"177",13.2556908599504,366.668591918945,2.3225,-0.189590660152299,-0.0401464416998017
"178",8.83546728773361,368.32396736145,2.655,0.0042919347587683,-0.0955222025732879
"179",14.4823206126481,368.987922134399,1.7625,-0.0503636885089769,-0.180884637147334
"180",16.6435872830594,368.670465393066,1.62,0.0870787121310595,-0.167566147023144
"181",22.1464905816153,365.213757781982,1.96,0.202298558779461,-0.226618999815819
"182",19.8514484669473,361.790992202759,2.9175,0.0656996442394619,-0.261893681936686
"183",10.5348529940044,361.983720169067,4.45,-0.0565278897582547,-0.141432409937791
"184",15.0729024521392,363.63166519165,2.9075,-0.110637726896452,-0.196154890874199
"185",23.2999992958039,364.939532394409,1.5275,0.043742546891475,-0.322648082144462
"186",24.4046020281387,361.162402191162,2.225,0.19609969876067,-0.284141395840125
"187",20.5415847504275,357.388734436035,2.46,0.180847645422619,-0.245354205044952
"188",14.6313332896961,353.273561630249,2.99,0.188604651068991,-0.0920675853224772
"189",18.6116571718352,349.265288619995,4.26,0.221853312084367,-0.170931517276016
"190",20.3293180168658,344.633441162109,3.56,0.202779622441769,-0.228551618437921
"191",16.6377873996379,341.335598678589,5.145,0.124475720189577,-0.218920141217659
"196",16.8551108021771,366.452294921875,1.9275,-0.229110649033729,0.0986921323739173
"197",7.06225980848918,368.725020065308,3.7775,-0.00356092418566339,0.0596359583107081
"198",15.203748141253,369.419140014648,1.735,-0.0444586946439969,0.143987653428668
"199",14.5188575368167,367.901968002319,2.6975,0.136316624660148,0.125516473903936
"200",4.607079289524,366.82114440918,4.2775,-0.018348055648978,0.0126569500972714
"201",12.5654132848723,366.840667037964,2.2125,0.0406659860757234,-0.14764044137594
"202",12.7121572791021,365.24749168396,3.6575,0.0191678270072937,-0.144063237942839
"203",12.9308829177519,366.952525100708,2.8225,-0.12384062918409,-0.140905123662879
"204",8.17999468274917,368.756077880859,2.33,-0.010836561453938,-0.0859872347020312
"205",18.0934985338966,365.623602600098,2.25,0.238480373838512,-0.0998724557211516
"206",16.4708110858825,361.110911865234,2.9825,0.217461126316425,-0.0876661612834754
"207",18.7427870992301,355.825200119019,4.3675,0.223140322964365,-0.117422392943964
"208",17.6689759475103,353.147936782837,3.325,0.0919681590648912,-0.24711623562328
"209",23.7921681408334,349.567199859619,2.0825,0.246601834555823,-0.258618946959915
"210",16.556442041508,345.843804016113,4.8675,0.0856550570951465,-0.227786574575203
"211",21.292812469602,342.639296035767,3.4825,0.185419826296533,-0.255657927073377
"212",16.2309234433385,340.061716079712,4.795,0.0803351163510422,-0.233894511213531
"215",20.0826294474859,362.056332092285,3.4025,-0.178368712116231,0.226171553991313
"216",16.4374084869988,365.169497070313,2.29,-0.0438108305880938,0.233219111620427
"217",13.764517533766,365.148172302246,3.19,-0.0296231608078918,0.190258720242273
"218",17.3907892796837,364.865409545898,2.6075,0.0413352276655048,0.192362372177857
"219",9.36147813423886,366.218546829224,3.4325,-0.111670132669715,0.0569518371414471
"220",5.24524128650638,367.625515060425,3.8875,-0.019662387535612,0.0224832464964805
"221",8.04052411849771,367.243881988525,3.895,0.011690238220438,-0.0762146877575093
"222",14.3120363187132,369.3707421875,1.7725,-0.185385175470836,-0.0406563023796681
"223",12.236617074455,370.593287658691,1.845,0.117233021060128,-0.0799291784384524
"224",13.1072114466702,366.59792427063,3.405,0.179100588414851,-0.0415081571799628
"225",18.2424373966501,363.002366790771,3.6525,0.226904050846443,-0.139479559159653
"226",17.1761219016778,358.024297180176,4.17,0.129680048528163,-0.158406336504064
"227",17.7803963352166,358.243942108154,1.415,0.0104612182343004,-0.208181541955155
"228",21.2694094677513,354.006091308594,2.705,0.271695878511367,-0.155338570965926
"229",14.3074734132608,350.483504486084,4.4975,0.0615100810058907,-0.198664021249458
"230",20.193663286019,348.175848770142,3.61,0.180928566342271,-0.239418221793187
"231",19.9943966318584,345.154128417969,2.99,0.105294641920113,-0.283642612544542
"235",12.5405338864309,360.813639450073,6.1875,-0.0551495981647067,0.165968960154349
"236",13.2699207330436,361.184434585571,5.395,0.0187165132629053,0.189429792766149
"237",13.9635354443268,360.688187637329,5.8425,-0.0681987368917082,0.150720255232951
"238",16.2732234906061,363.712932052612,2.5275,-0.123866431959416,0.20172315919132
"239",13.7581050715205,366.094345169067,2.46,-0.116322249829915,0.161312466285101
"240",9.47387310918034,367.639426879883,2.305,-0.0168222010564037,0.0881088991418144
"241",13.7382664934559,368.674613037109,2.62,-0.170373226170436,0.0822842895480779
"242",9.39611655841866,370.868507843018,2.1725,0.0781757754437678,0.037988530097115
"243",10.3697283428069,368.233417282104,3.8275,0.10380290934108,-0.0936193476458084
"244",12.6193790462389,366.288754577637,2.705,0.135478238557575,-0.126503115348056
"245",18.2670413412265,363.265997161865,1.835,0.111309028429217,-0.211480008770387
"246",16.4291600733754,361.09452255249,1.4375,0.175063046947536,-0.0130710953901285
"247",14.4231827032151,357.476312026978,4.1225,0.0949057489834454,-0.15434319706404
"248",18.5398609846653,354.963172531128,2.905,0.102563042775403,-0.246417069890886
"249",18.9604079548925,353.43952255249,2.9125,0.114333392630043,-0.255328868954414
"250",14.5147362260993,351.063333740234,2.605,0.0938595659794426,-0.181971361820148
"251",18.7730298352903,348.128339233398,2.565,0.199027263799604,-0.19353179611058
"256",2.7642335557524,359.442652130127,12.3025,-0.00397237960299545,0.00057329460491281
"257",7.6627375020845,359.830262527466,7.36,-0.0329642011904901,0.0812628433496528
"258",15.8772056854573,361.263230438232,4.0625,-0.112591750057544,0.206700357526959
"259",19.5673131693585,363.614107437134,2.5775,-0.110889954889629,0.261589946137554
"260",17.4555659063308,366.143567733765,2.41,-0.134129701765106,0.184992424549052
"261",15.4619036491203,369.088164901733,1.9725,-0.0415930869225137,0.184683918428543
"262",5.37026119892889,369.094984664917,3.9125,0.00658028906210704,0.0203718510674166
"263",9.90030824814893,367.63571762085,2.69,0.140835762189317,-0.00542877484213102
"264",13.3732107780097,364.466824417114,3.2625,0.164026840016816,-0.0203675832813902
"265",15.3539376177791,360.649047164917,4.325,0.135980467605967,-0.0719498748544617
"266",12.1931888474532,360.436064910889,2.84,-0.0626643689926346,-0.162023433019429
"267",13.9520230482631,359.394496307373,3.1025,0.136393627846007,-0.151134881007592
"268",14.8320929039333,357.360986480713,2.85,0.143247364152608,-0.146474622694603
"269",15.8281823188996,353.119089279175,3.17,0.184122218308143,-0.133148090138462
"270",9.5802493649531,349.964607086182,4.66,0.119876000233679,-0.0512628116362334
"274",6.21352675766369,359.671539611816,10.86,0.0497490823385479,-0.0137771400975854
"275",2.47109857180534,359.441795043945,12.65,-0.00296862544203307,-0.000747551706771181
"276",3.02457360271444,359.471856689453,10.9725,0.00207472208864056,0.000868572284799019
"277",2.80801259967645,359.488529129028,10.4375,-0.00207602755023622,0.0081775959411825
"278",5.89362693899303,359.741770095825,8.3775,-0.0375655328678743,0.0554956056956151
"279",13.6226365627652,361.135027542114,4.3375,-0.0872234589687079,0.166531292832281
"280",18.5221993042802,363.082532348633,3.4975,-0.117386312956493,0.228777737144867
"281",18.1457761099892,366.374364242554,2.1475,-0.123006684397616,0.237759528129739
"282",9.99181173794231,366.713890228272,3.3975,0.0300725303426232,0.0571387050309782
"283",10.2142239965629,366.663259887695,3.2775,0.0280622110495109,-0.110002100540517
"284",15.779916425637,364.472906646729,3.755,0.111978792800742,-0.190753471853638
"285",11.3404744617738,363.941732635498,2.815,-0.00911777013580206,-0.166297393980117
"286",17.4171620302624,363.001150054932,2.28,0.0914061904691954,-0.233175141449978
"287",15.3528052686865,360.753424682617,2.1475,0.133075674187012,-0.173313139356117
"288",17.9844426771766,356.658106613159,2.495,0.238518339963123,-0.108049593549002
"289",14.8735035884811,352.356504135132,4.75,0.173701737756909,-0.143168446434162
"290",11.4701020895755,349.242104949951,5.8,0.116572928661069,-0.111909251044431
"292",5.53910616859439,359.449261550903,13.5025,0.0161365848988861,-0.00166606029474915
"293",7.60248225434056,359.641114501953,11.5175,-0.0106630608527951,-0.0805787856423035
"294",6.52904440018667,359.793477325439,8.675,-0.00854142126568843,-0.0776551036108178
"295",8.57177083944264,360.136425094604,7.3625,-0.0278711257788687,-0.120130409416094
"296",14.3304440007164,360.922999420166,5.0475,-0.0511170844954733,-0.205207328885318
"297",24.4636138760116,363.027364578247,3.375,-0.113633514351095,-0.342826390430972
"298",23.0360351700308,364.031139678955,3.4525,0.0274205556437986,-0.319047533559554
"299",18.9888390783977,364.815262680054,4.095,-0.180543267024669,-0.160143056452563
"300",15.5328608938435,368.488339920044,2.3625,-0.101007056436654,-0.209931745693698
"301",11.7281642867808,368.826453094482,3.23,0.0511790056340996,-0.164078021013493
"302",13.0368385901625,367.797346725464,3.92,0.0334977158045377,-0.177253634513129
"303",15.4506343150293,368.090665512085,1.7075,-0.00486603234483066,-0.171207341295502
"304",12.2590652034285,366.438534851074,2.42,0.138691291330893,-0.0354002261328261
"305",15.7124146570869,362.938832168579,3.255,0.190007475975476,-0.0705686386041848
"306",15.7171621313555,358.407555007935,4.3875,0.206782174359227,-0.0948887313669549
"307",14.9628962130401,355.118164825439,2.8525,0.172560800831059,-0.140769301855226
"308",10.6690676987997,351.729146652222,5.8425,0.0742646002198043,-0.111005166053179
"311",23.2070468679145,361.748324737549,7.4175,-0.0617450088857326,-0.259669720499691
"312",16.7239905463156,361.653894195557,4.31,-0.0493691988568137,-0.203595552888914
"313",12.5491408039597,362.806247711182,3.6875,0.014211979846533,-0.162036899359786
"314",16.8910986228487,363.733954162598,2.8375,-0.110111804718234,-0.217495210659392
"315",22.286760178018,365.845232849121,3.4125,-0.112831983275547,-0.306363114516364
"316",28.8874015930899,368.920630569458,2.33,-0.184289926831056,-0.375258481976009
"317",29.5708713659122,372.999916915894,1.5225,-0.0950189829561186,-0.417839375564515
"318",25.9004390675636,373.015483398437,2.045,0.0994719112378518,-0.361187541317518
"319",24.4034388331149,370.267511749268,2.8425,-0.0133826584142225,-0.267932399244483
"320",15.6703052564374,373.055077285767,1.8075,-0.114359304808521,-0.194108576664729
"321",14.3295521552725,373.327797164917,2.315,0.0548830475460955,-0.207642440381784
"322",15.3358923552434,372.532311935425,2.395,0.0129985310852171,-0.225113749614152
"323",16.2728124006396,371.220395126343,2.7825,0.161348973021203,-0.170154613385093
"324",13.2976664645322,367.221879882813,4.4075,0.134670625837736,-0.118210001266793
"325",13.7601183916941,365.291357040405,2.9175,0.146585181779585,-0.122593859657302
"326",18.3693873732264,360.303756561279,3.0575,0.212784181234903,-0.129857599095368
"327",11.9032736507024,356.954512252808,3.9675,0.164413366202717,-0.0458459713058119
"328",11.1198087698787,354.074124145508,6.505,0.0820253469688612,-0.123099157781172
"329",12.3410152425888,353.834492416382,2.8125,0.0653432661945638,-0.0949030791681865
"330",20.3752869318693,361.59771736145,5.115,-0.227620701269534,-0.0409387399345608
"331",10.0065777588479,364.875737762451,3.4125,-0.0146318170533823,0.0829026319875729
"332",6.53317603981135,364.629679641724,5.015,-0.0121435854905951,-0.0278757351595647
"333",10.1532043394671,365.356139297485,3.235,-0.0487667231918548,-0.0837283892093068
"334",15.2238022472961,367.26106262207,3.6925,-0.12365486066022,-0.177697740241186
"335",18.2970275122678,370.501762771606,2.0925,-0.212056826526299,-0.146140569004132
"336",20.5144565565388,374.749925613403,2.6175,-0.151916293287869,-0.228539542471433
"337",16.8698032675204,378.321870117187,2.025,-0.156917542943552,-0.0853703541582582
"338",18.0249633614998,379.552287826538,1.7175,0.0150120992592012,-0.245066338920432
"339",24.8800369943639,375.687055435181,2.465,0.243502459708492,-0.229930997265268
"340",8.64535236004659,374.185539474487,4.3775,-0.0648816640300923,0.0583140509186647
"341",7.5213502980305,375.463215179443,2.8325,-0.0514044434267093,0.00354275595579865
"342",10.7622452331096,375.980870132446,1.9575,0.0246021574298308,-0.0741271917003026
"343",12.0775364113193,374.284680175781,3.2425,0.128653006658754,-0.119483849492711
"344",16.8650727787921,371.050668182373,2.7,0.153027504592503,-0.194974615320589
"345",13.249811491832,367.89931098938,2.7775,0.158373600188238,-0.104365101539773
"346",19.3592415027793,363.133214416504,2.915,0.27044557561432,-0.0903921539647561
"347",12.7028802882319,358.75416633606,5.665,0.104530726383319,-0.125000089978728
"348",16.1295571117106,357.048388748169,3.2775,0.128651273775288,-0.197637846060629
"349",7.63567139613903,355.178067245483,3.8475,0.0216706882781842,-0.0639781670154348
"350",24.1966716974019,351.665539169312,1.435,0.319223532730489,-0.133609399613966
"353",16.579008503987,361.93590713501,3.8925,-0.198325894659193,-0.103537576055241
"354",11.0924092170223,365.582512512207,3.205,-0.0757797494694399,-0.124969094364639
"355",10.0891659844683,366.347069854736,2.6625,-0.0205053071631948,-0.102903568397069
"356",13.4979500235151,367.586973266602,2.6025,-0.14649159996131,-0.0902264668270786
"357",8.00802422840372,370.050540237427,2.97,-0.00677669729482289,-0.0376754023488578
"358",14.6128140680027,370.71332244873,3.98,-0.173171032260114,0.07693076613709
"359",21.1605475471143,377.176470336914,1.725,-0.266664391466897,0.0694279347021234
"360",13.6908654584004,380.114137878418,2.315,-0.0623464650673899,-0.100537262227614
"361",9.77983821650012,381.775130462646,2.7625,-0.0643121050916587,0.00513363504404019
"362",18.883234947817,379.75305770874,2.22,0.238797704145517,-0.0931466648167186
"363",14.1437230252957,375.469130477905,3.695,0.0911506142407438,-0.169163469011173
"364",9.63168814262228,374.652966842651,4.3775,-0.00472034344698984,-0.00932359521396878
"365",7.76662641646007,375.915870666504,2.8175,-0.0838609580844057,0.015799707194127
"366",8.07283838557704,376.383170318604,2.695,0.0559018327267598,-0.0791401996795844
"367",14.8405490891462,373.592890167236,2.45,0.20114921014287,-0.0476158013509954
"368",11.4066644472655,369.176962356567,3.81,0.156031015932769,-0.037347522552884
"369",20.1083397142297,365.389572753906,3.0825,0.25931684375377,-0.126165221173882
"370",14.163559996959,361.365773239136,5.06,0.0294658724307082,-0.160976749810389
"371",17.9931303003419,361.628715209961,1.2725,0.105573764194282,-0.178755130226245
"372",16.9397037821365,356.643059463501,2.6225,0.228443860131591,-0.0773150065840369
"373",15.3735704111788,352.919768066406,3.7075,0.213568432290927,-0.028052911605295
"376",18.0332026525256,362.715099716187,2.7875,-0.207198819363329,0.113712396426947
"377",12.3828639613568,365.637627334595,2.55,-0.0625777143970682,0.14963414583762
"378",7.2290153818471,366.58276763916,4.1975,-0.0734936893838248,0.0296524635810224
"379",9.16983801757726,368.637207641602,2.775,-0.0785681111054464,-0.0423661042237882
"380",6.09345507926612,369.589984817505,3.2925,-0.0258903501719579,0.0647888711393925
"381",6.25492143055985,369.779832992554,4.57,-0.0268100714842142,0.0349333668011321
"382",24.1688897977277,373.626155395508,2.635,-0.3084480774654,0.16533183131103
"383",18.8210489689305,380.705032806397,2,-0.260535020463925,0.0721924608719408
"384",9.20818290217031,382.908675613403,2.5975,0.00420649145734344,-0.101612135892758
"385",14.9015768030299,380.552413253784,2.6075,0.189880856175477,-0.0222546034364319
"386",10.3672850866958,377.54609085083,3.6875,0.116171364257961,-0.0326043226132525
"387",5.993292756721,375.550150680542,4.7375,0.0524709128232423,-0.0127634812007471
"388",6.25769563619148,375.324152603149,4.0625,-0.0165137850685171,0.0553894057617783
"389",11.4534951513911,375.745350723267,2.225,-0.00270304826085494,0.149079054755179
"390",16.6041254367357,373.289794921875,1.91,0.209327411687952,0.101404612140668
"391",16.7424630080988,368.710314407349,3.6475,0.170201516760161,0.135874613188223
"392",13.1731398931269,366.696712341309,6.0225,0.0548404868130066,0.0199052201400913
"393",15.5105493415987,365.606077575684,1.77,0.0663835369323374,-0.140994288181867
"394",13.4264161998515,362.810175476074,2.48,0.153558931919938,0.0243147194669112
"395",20.4720643474335,359.089413757324,2.2625,0.234165507819299,-0.173160259261565
"396",18.0339099179374,354.484681777954,3.2675,0.187809402619021,-0.170215262694376
"397",10.4649312474603,360.376662521362,8.3625,-0.103298336382646,0.10034149930962
"398",10.7079136724897,363.143917236328,4.4575,-0.146453670967954,0.0345560262483544
"399",10.41064359939,365.475659866333,3.6825,-0.113036837944566,0.0254442559615189
"400",15.7369325015037,368.736142578125,2.155,-0.100243843982708,-0.0208493154939057
"401",10.6110718992738,368.057354736328,5.3125,0.0743178364773266,0.0230633658313661
"402",8.23598888641969,368.318605117798,5.7075,-0.0711180698879084,0.0649642674871086
"403",14.6555360585257,371.336532363892,3.09,-0.211348502128929,0.0365932519328933
"404",25.7548123188473,378.310343093872,2.375,-0.342748697294846,0.109590720050982
"405",9.98447010437763,383.349261169434,2.245,-0.0269974165796008,0.0440948501210727
"406",16.6448877331089,380.382802352905,3.3625,0.17483469034679,0.0417174964835262
